transaction_id,batch_id,batch_type,event_timestamp,account_id,merchant_category,country,channel,payment_method,transaction_hour,amount,account_age_days,prior_chargebacks,login_velocity_24h,device_trust_score,ip_risk_score,merchant_risk_score,fraud_probability_simulated,label_fraud
02-0000040,2,feature_drift,2025-03-12 12:56:00,104102,pharmacy,GB,ios,card,10,181.09,118,0,5,0.7946,0.1763,0.0915,0.0338,0
02-0000041,2,feature_drift,2025-03-08 09:05:00,113784,food_delivery,IN,web,card,10,14.88,879,0,8,0.8876,0.4449,0.357,0.0494,0
02-0000042,2,feature_drift,2025-03-08 17:48:00,110037,utilities,AE,android,upi,5,125.93,156,0,2,0.7069,0.3766,0.1544,0.0364,0
02-0000043,2,feature_drift,2025-03-05 11:07:00,102196,fashion,IN,android,card,5,136.65,702,0,5,0.9146,0.4722,0.3661,0.0496,0
02-0000044,2,feature_drift,2025-03-05 09:34:00,104922,electronics,SG,android,upi,6,63.06,432,0,3,0.7962,0.3293,0.0291,0.0188,0
02-0000045,2,feature_drift,2025-03-11 20:33:00,109189,food_delivery,IN,pos,card,5,1500.23,253,1,6,0.8883,0.2046,0.2612,0.0796,0
02-0000046,2,feature_drift,2025-03-08 05:20:00,112384,travel,IN,ios,card,8,18.09,243,0,4,0.7717,0.2306,0.0685,0.0242,0
02-0000047,2,feature_drift,2025-03-09 13:10:00,100811,fashion,IN,android,wallet,17,1191.13,716,0,3,0.9122,0.4304,0.1964,0.0209,0
02-0000048,2,feature_drift,2025-03-12 04:57:00,104517,travel,IN,ios,card,23,54.76,53,0,8,0.8621,0.3511,0.1449,0.1044,1
02-0000049,2,feature_drift,2025-03-10 08:42:00,111146,travel,IN,web,card,20,286.22,268,0,5,0.9031,0.2899,0.2298,0.0464,0
02-0000050,2,feature_drift,2025-03-13 05:23:00,109591,food_delivery,BR,pos,netbanking,19,82.38,540,0,9,0.8008,0.2134,0.144,0.0595,0
02-0000051,2,feature_drift,2025-03-13 21:21:00,108594,gaming,NG,ios,card,17,160.88,342,0,5,0.9484,0.205,0.0728,0.0409,0
02-0000052,2,feature_drift,2025-03-04 17:07:00,107306,grocery,IN,android,upi,23,144.72,403,0,2,0.8038,0.1585,0.4809,0.0166,0
02-0000053,2,feature_drift,2025-03-09 12:40:00,101899,utilities,GB,web,card,5,85.57,91,0,1,0.6118,0.4675,0.2981,0.0598,0
02-0000054,2,feature_drift,2025-03-13 14:01:00,112021,fashion,DE,android,wallet,6,27.19,500,0,6,0.8202,0.2539,0.2202,0.0314,0
02-0000055,2,feature_drift,2025-03-09 18:48:00,101705,travel,US,android,upi,11,50.64,299,0,4,0.8387,0.3428,0.2489,0.0485,0
02-0000056,2,feature_drift,2025-03-05 06:31:00,104982,gaming,GB,ios,upi,0,190.94,680,1,4,0.7182,0.2738,0.0465,0.0959,0
02-0000057,2,feature_drift,2025-03-04 12:39:00,107867,grocery,IN,web,card,23,218.4,123,1,3,0.8656,0.1214,0.0953,0.024,0
02-0000058,2,feature_drift,2025-03-03 17:23:00,104385,food_delivery,IN,android,wallet,23,25.17,231,0,6,0.658,0.1086,0.5145,0.0398,0
02-0000059,2,feature_drift,2025-03-14 11:38:00,107410,electronics,IN,web,wallet,16,584.07,249,0,6,0.8502,0.214,0.0755,0.0244,0
02-0000060,2,feature_drift,2025-03-14 08:09:00,105875,electronics,DE,android,card,6,139.04,739,1,2,0.758,0.225,0.2008,0.0327,0
02-0000061,2,feature_drift,2025-03-06 11:54:00,108075,electronics,IN,web,wallet,13,56.01,738,0,5,0.7408,0.1895,0.1892,0.0168,0
02-0000062,2,feature_drift,2025-03-13 06:06:00,114599,gaming,IN,ios,upi,21,165.73,346,0,2,0.939,0.4551,0.2041,0.0239,0
02-0000063,2,feature_drift,2025-03-03 08:55:00,114656,gaming,IN,android,upi,19,629.32,482,0,4,0.8265,0.2358,0.4268,0.0429,0
02-0000064,2,feature_drift,2025-03-12 02:13:00,104402,grocery,IN,android,card,19,229.56,919,0,4,0.923,0.1069,0.1848,0.0109,0
02-0000065,2,feature_drift,2025-03-13 01:33:00,114679,fuel,IN,pos,card,10,27.08,897,0,12,0.7754,0.1531,0.2446,0.0713,0
02-0000066,2,feature_drift,2025-03-04 09:55:00,110880,pharmacy,AE,web,upi,3,46.42,380,0,6,0.9514,0.4364,0.0266,0.0419,0
02-0000067,2,feature_drift,2025-03-02 18:33:00,104434,gaming,DE,pos,upi,10,29.38,505,0,2,0.9553,0.8341,0.1792,0.0603,0
02-0000068,2,feature_drift,2025-03-07 14:43:00,113853,travel,US,ios,upi,13,133.33,207,0,2,0.8413,0.16,0.1792,0.0227,0
02-0000069,2,feature_drift,2025-03-06 17:53:00,101122,electronics,IN,android,netbanking,9,935.6,637,0,2,0.8767,0.1787,0.3493,0.0121,0
02-0000070,2,feature_drift,2025-03-01 01:02:00,103978,fuel,IN,android,upi,20,169.9,399,0,9,0.9696,0.1735,0.3721,0.0377,0
02-0000071,2,feature_drift,2025-03-05 12:26:00,104378,grocery,US,ios,card,11,370.42,219,0,2,0.8791,0.2386,0.2082,0.0214,0
02-0000072,2,feature_drift,2025-03-02 05:54:00,107450,gaming,IN,android,card,7,298.8,632,0,4,0.6789,0.2158,0.2726,0.0486,0
02-0000073,2,feature_drift,2025-03-11 22:30:00,112202,travel,IN,android,card,22,229.66,307,0,3,0.7791,0.3046,0.4012,0.0472,0
02-0000074,2,feature_drift,2025-03-07 05:50:00,108968,gaming,BR,android,upi,22,48.69,581,0,2,0.772,0.4261,0.1054,0.0344,0
02-0000075,2,feature_drift,2025-03-12 06:34:00,103957,food_delivery,IN,android,card,7,351.13,62,1,4,0.8882,0.2099,0.1209,0.0295,0
02-0000076,2,feature_drift,2025-03-09 04:52:00,114872,travel,IN,web,upi,2,271.24,276,0,5,0.7647,0.2516,0.1073,0.0523,0
02-0000077,2,feature_drift,2025-03-01 16:53:00,102134,gaming,IN,pos,card,14,31.46,221,0,2,0.9564,0.183,0.0821,0.0106,0
02-0000078,2,feature_drift,2025-03-13 07:19:00,112727,electronics,IN,android,wallet,4,125.65,526,0,9,0.7136,0.4452,0.2334,0.1151,1
02-0000079,2,feature_drift,2025-03-08 09:16:00,109058,fashion,GB,android,card,2,606.57,1113,0,3,0.9416,0.1367,0.0083,0.0166,0
02-0000080,2,feature_drift,2025-03-11 23:14:00,109000,grocery,IN,ios,upi,12,132.92,431,0,6,0.6511,0.4284,0.3335,0.0609,0
02-0000081,2,feature_drift,2025-03-03 23:26:00,110362,fashion,IN,android,upi,20,87.4,262,0,3,0.851,0.2941,0.1535,0.0126,0
02-0000082,2,feature_drift,2025-03-08 15:36:00,114576,travel,IN,ios,wallet,11,40.9,223,0,4,0.9026,0.1102,0.2106,0.0154,0
02-0000083,2,feature_drift,2025-03-14 20:40:00,102607,gaming,IN,android,card,14,215.85,142,0,4,0.7944,0.094,0.4764,0.04,0
02-0000084,2,feature_drift,2025-03-01 07:49:00,113338,fashion,IN,web,upi,20,104.68,357,0,2,0.8136,0.2602,0.3452,0.0128,0
02-0000085,2,feature_drift,2025-03-14 13:36:00,100870,electronics,IN,android,upi,22,88.97,437,0,5,0.7228,0.2643,0.1503,0.0227,0
02-0000086,2,feature_drift,2025-03-07 08:20:00,111791,travel,IN,ios,upi,8,602.48,364,0,6,0.7643,0.566,0.2272,0.1201,0
02-0000087,2,feature_drift,2025-03-14 18:19:00,102456,travel,US,ios,wallet,11,223.28,215,0,7,0.7543,0.217,0.0905,0.0849,0
02-0000088,2,feature_drift,2025-03-10 08:58:00,103610,electronics,SG,android,wallet,16,139.61,760,1,4,0.8721,0.2216,0.1118,0.0292,0
02-0000089,2,feature_drift,2025-03-01 03:33:00,103545,utilities,IN,web,card,5,204.01,184,0,5,0.8637,0.2097,0.0911,0.0269,0
02-0000090,2,feature_drift,2025-03-12 23:13:00,111493,utilities,US,android,card,13,55.42,638,0,2,0.8746,0.3061,0.4519,0.0229,0
02-0000091,2,feature_drift,2025-03-07 04:59:00,105419,fashion,IN,pos,upi,21,433.08,557,0,7,0.5713,0.5733,0.2341,0.1204,0
02-0000092,2,feature_drift,2025-03-08 21:05:00,112248,grocery,US,ios,card,2,389.98,367,0,7,0.6544,0.1992,0.2128,0.1103,1
02-0000093,2,feature_drift,2025-03-06 01:41:00,108436,food_delivery,IN,android,wallet,7,109.87,684,0,5,0.8617,0.5623,0.0634,0.0292,0
02-0000094,2,feature_drift,2025-03-11 06:25:00,114328,gaming,IN,pos,card,20,54.64,24,0,7,0.8681,0.4341,0.3871,0.1022,0
02-0000095,2,feature_drift,2025-03-01 00:08:00,113699,fashion,DE,ios,card,18,68.5,688,0,8,0.973,0.2531,0.26,0.0486,0
02-0000096,2,feature_drift,2025-03-14 07:48:00,108431,electronics,IN,android,card,7,56.72,579,0,2,0.9274,0.3494,0.1317,0.0101,0
02-0000097,2,feature_drift,2025-03-06 19:34:00,105238,fashion,IN,web,netbanking,14,136.25,266,0,5,0.9563,0.1519,0.0962,0.0113,0
02-0000098,2,feature_drift,2025-03-08 21:11:00,102505,travel,US,android,upi,7,95.49,385,0,6,0.9523,0.3161,0.0947,0.0497,0
02-0000099,2,feature_drift,2025-03-07 05:44:00,109512,utilities,IN,android,card,23,127.62,284,0,6,0.6123,0.1148,0.2026,0.0465,0
02-0000100,2,feature_drift,2025-03-10 21:05:00,110134,electronics,IN,pos,upi,8,38.57,350,0,6,0.9012,0.2786,0.1927,0.0191,0
02-0000101,2,feature_drift,2025-03-01 10:54:00,109943,fashion,IN,web,card,14,53.87,718,3,5,0.6538,0.2159,0.0853,0.0951,0
02-0000102,2,feature_drift,2025-03-08 10:07:00,113184,grocery,IN,android,upi,2,286.44,620,0,7,0.86,0.4602,0.1284,0.0585,0
02-0000103,2,feature_drift,2025-03-09 07:52:00,104240,electronics,GB,pos,card,4,63.99,270,0,3,0.8914,0.3926,0.1643,0.0348,0
02-0000104,2,feature_drift,2025-03-14 04:27:00,111829,jewellery,IN,ios,wallet,4,62.66,578,0,5,0.7176,0.0814,0.1218,0.0303,0
02-0000105,2,feature_drift,2025-03-02 18:03:00,108311,food_delivery,US,web,wallet,19,42.54,210,1,4,0.7995,0.1717,0.1003,0.0287,0
02-0000106,2,feature_drift,2025-03-12 11:05:00,110447,jewellery,IN,pos,netbanking,8,156.58,708,0,3,0.7663,0.4164,0.1678,0.0336,0
02-0000107,2,feature_drift,2025-03-04 08:08:00,114741,gaming,BR,ios,card,18,18.52,808,0,4,0.8653,0.1312,0.0645,0.0216,0
02-0000108,2,feature_drift,2025-03-13 02:52:00,112969,food_delivery,SG,ios,upi,14,56.41,599,0,3,0.8288,0.3711,0.4781,0.0309,0
02-0000109,2,feature_drift,2025-03-08 22:39:00,114951,gaming,IN,ios,card,4,584.26,96,0,8,0.9629,0.4374,0.2213,0.1508,0
02-0000110,2,feature_drift,2025-03-06 21:02:00,107121,travel,US,web,card,23,122.77,338,0,4,0.7318,0.1749,0.2973,0.0773,0
02-0000111,2,feature_drift,2025-03-03 00:37:00,106369,fuel,IN,android,card,14,111.01,597,0,8,0.6475,0.3823,0.0226,0.0669,0
02-0000112,2,feature_drift,2025-03-12 17:56:00,109395,jewellery,IN,ios,card,4,388.02,739,0,1,0.9191,0.1795,0.2945,0.0198,0
02-0000113,2,feature_drift,2025-03-12 01:29:00,112363,utilities,IN,android,upi,3,261.55,78,0,4,0.1842,0.3775,0.0568,0.1021,1
02-0000114,2,feature_drift,2025-03-12 00:06:00,114487,fashion,US,web,card,5,163.67,521,0,6,0.9808,0.3063,0.414,0.0646,0
02-0000115,2,feature_drift,2025-03-06 11:00:00,105012,electronics,DE,android,card,16,618.15,222,0,6,0.9037,0.1202,0.1324,0.0361,0
02-0000116,2,feature_drift,2025-03-14 04:14:00,108875,jewellery,IN,android,upi,18,118.89,280,0,5,0.9367,0.1237,0.239,0.0219,0
02-0000117,2,feature_drift,2025-03-14 16:47:00,112048,grocery,BR,android,card,0,422.85,422,0,5,0.8337,0.493,0.1048,0.0863,0
02-0000118,2,feature_drift,2025-03-10 19:59:00,113364,electronics,US,ios,wallet,18,117.55,1,0,7,0.9082,0.2976,0.1298,0.0448,0
02-0000119,2,feature_drift,2025-03-02 20:55:00,105667,electronics,DE,android,wallet,20,150.45,418,0,3,0.7782,0.1962,0.1482,0.019,0
02-0000120,2,feature_drift,2025-03-06 04:39:00,101906,pharmacy,US,android,upi,9,48.88,270,0,6,0.8414,0.1038,0.1123,0.0218,0
02-0000121,2,feature_drift,2025-03-03 04:15:00,111683,jewellery,IN,web,upi,4,143.09,284,0,6,0.8903,0.2969,0.2832,0.0617,0
02-0000122,2,feature_drift,2025-03-05 14:11:00,105473,gaming,US,ios,card,12,95.93,56,0,3,0.9209,0.1599,0.0675,0.0253,0
02-0000123,2,feature_drift,2025-03-02 08:08:00,101173,food_delivery,IN,web,card,23,46.63,146,0,5,0.8933,0.4422,0.0688,0.0338,0
02-0000124,2,feature_drift,2025-03-05 10:00:00,105384,food_delivery,IN,pos,upi,6,61.03,346,0,6,0.7508,0.176,0.1714,0.0216,0
02-0000125,2,feature_drift,2025-03-10 21:00:00,103002,food_delivery,IN,android,upi,10,184.07,133,0,5,0.6642,0.3045,0.4012,0.0447,0
02-0000126,2,feature_drift,2025-03-01 13:10:00,112960,fashion,IN,pos,upi,10,109.89,275,0,3,0.8218,0.5367,0.0773,0.0219,0
02-0000127,2,feature_drift,2025-03-10 12:13:00,109427,grocery,DE,android,wallet,15,32.68,355,0,7,0.9311,0.4292,0.2432,0.0499,0
02-0000128,2,feature_drift,2025-03-12 22:16:00,101437,gaming,AE,android,card,3,31.43,215,0,7,0.8515,0.2385,0.7049,0.1672,0
02-0000129,2,feature_drift,2025-03-06 04:04:00,103267,travel,IN,android,upi,5,744.0,1485,0,9,0.9607,0.4706,0.3016,0.1368,0
02-0000130,2,feature_drift,2025-03-07 11:17:00,101166,jewellery,IN,ios,upi,7,232.1,189,0,4,0.737,0.1362,0.1202,0.0269,0
02-0000131,2,feature_drift,2025-03-05 13:48:00,104477,gaming,IN,web,upi,22,57.13,292,0,4,0.8191,0.1191,0.242,0.02,0
02-0000132,2,feature_drift,2025-03-06 03:21:00,114867,grocery,IN,android,wallet,23,153.92,105,0,5,0.6381,0.1221,0.1463,0.0301,0
02-0000133,2,feature_drift,2025-03-10 20:33:00,110134,electronics,AE,web,card,22,97.08,472,0,6,0.7331,0.4217,0.1038,0.0688,0
02-0000134,2,feature_drift,2025-03-04 12:47:00,100714,food_delivery,IN,ios,card,19,151.42,563,0,1,0.8093,0.2033,0.0386,0.0077,0
02-0000135,2,feature_drift,2025-03-02 08:08:00,104426,travel,US,android,upi,3,25.25,907,0,4,0.8934,0.2042,0.1834,0.0304,0
02-0000136,2,feature_drift,2025-03-01 00:33:00,103446,fashion,US,android,upi,16,225.68,605,0,6,0.9139,0.5114,0.1489,0.0556,0
02-0000137,2,feature_drift,2025-03-11 09:06:00,104780,jewellery,IN,android,upi,6,227.57,487,0,3,0.7158,0.3903,0.5155,0.0582,1
02-0000138,2,feature_drift,2025-03-04 20:35:00,105699,pharmacy,NG,pos,card,10,23.88,674,0,7,0.7531,0.4318,0.054,0.0618,0
02-0000139,2,feature_drift,2025-03-08 12:17:00,112301,fashion,AE,web,card,14,109.96,907,0,3,0.8413,0.2855,0.2924,0.0249,0
02-0000140,2,feature_drift,2025-03-03 07:45:00,106952,electronics,GB,ios,wallet,3,297.5,384,0,4,0.6782,0.2321,0.2477,0.051,0
02-0000141,2,feature_drift,2025-03-05 02:47:00,101765,travel,IN,ios,card,10,294.18,666,0,2,0.6631,0.0716,0.2078,0.0218,0
02-0000142,2,feature_drift,2025-03-08 18:10:00,114199,gaming,IN,web,wallet,1,81.58,225,0,5,0.7091,0.238,0.1655,0.0518,0
02-0000143,2,feature_drift,2025-03-13 21:53:00,100585,travel,US,web,upi,6,79.54,464,0,9,0.5757,0.3504,0.0738,0.1836,0
02-0000144,2,feature_drift,2025-03-11 05:42:00,101080,electronics,IN,pos,card,3,647.1,495,0,5,0.7753,0.3653,0.0774,0.0489,0
02-0000145,2,feature_drift,2025-03-14 11:14:00,112456,travel,IN,android,card,3,57.35,661,0,7,0.7397,0.3479,0.164,0.0961,0
02-0000146,2,feature_drift,2025-03-07 10:51:00,114867,fashion,US,web,card,10,253.95,495,0,8,0.8453,0.21,0.1556,0.0637,0
02-0000147,2,feature_drift,2025-03-02 08:08:00,113521,travel,BR,web,netbanking,7,27.86,669,0,6,0.6917,0.3937,0.1479,0.0822,0
02-0000148,2,feature_drift,2025-03-05 20:01:00,106533,pharmacy,IN,ios,card,23,218.67,860,0,3,0.899,0.3051,0.3416,0.0231,0
02-0000149,2,feature_drift,2025-03-07 07:37:00,110151,jewellery,IN,web,card,8,967.86,499,0,5,0.7596,0.2485,0.2114,0.0622,0
02-0000150,2,feature_drift,2025-03-12 11:12:00,101600,fashion,GB,android,card,3,67.17,884,0,5,0.951,0.3432,0.2305,0.0396,0
02-0000151,2,feature_drift,2025-03-10 12:39:00,109401,fuel,SG,web,card,12,164.34,632,0,4,0.965,0.1422,0.3206,0.0203,0
02-0000152,2,feature_drift,2025-03-09 01:21:00,103132,travel,DE,android,upi,3,502.58,346,0,2,0.898,0.2237,0.0808,0.0321,0
02-0000153,2,feature_drift,2025-03-14 07:13:00,113367,gaming,IN,web,card,17,384.93,227,1,5,0.5992,0.5398,0.352,0.2483,0
02-0000154,2,feature_drift,2025-03-05 00:09:00,107896,jewellery,IN,ios,card,6,1054.64,210,0,4,0.7761,0.1746,0.1269,0.0409,0
02-0000155,2,feature_drift,2025-03-11 05:14:00,107961,fuel,IN,android,netbanking,2,621.39,648,0,3,0.7837,0.2619,0.0909,0.02,0
02-0000156,2,feature_drift,2025-03-01 18:18:00,105104,jewellery,IN,ios,netbanking,8,209.15,435,0,3,0.8835,0.3575,0.1652,0.0258,0
02-0000157,2,feature_drift,2025-03-01 19:58:00,101720,grocery,US,ios,card,1,518.26,939,0,5,0.6774,0.4592,0.126,0.1014,0
02-0000158,2,feature_drift,2025-03-09 17:03:00,114704,electronics,US,android,upi,18,315.88,699,0,3,0.6966,0.2219,0.0948,0.0232,0
02-0000159,2,feature_drift,2025-03-02 04:34:00,105634,gaming,US,web,card,11,40.86,223,0,7,0.883,0.1932,0.2204,0.0691,0
02-0000160,2,feature_drift,2025-03-13 01:15:00,110414,electronics,AE,ios,upi,3,73.87,317,0,3,0.8924,0.3206,0.1237,0.0234,0
02-0000161,2,feature_drift,2025-03-13 06:08:00,106610,fashion,IN,pos,card,3,229.07,623,0,3,0.7105,0.1374,0.1339,0.0195,0
02-0000162,2,feature_drift,2025-03-03 02:02:00,103320,utilities,US,web,wallet,19,488.59,487,0,8,0.8869,0.2036,0.1506,0.0523,0
02-0000163,2,feature_drift,2025-03-12 22:24:00,112759,electronics,DE,pos,card,20,157.86,173,0,5,0.7615,0.2021,0.2814,0.0461,0
02-0000164,2,feature_drift,2025-03-09 04:42:00,110335,travel,GB,android,upi,18,144.69,319,0,5,0.9273,0.1664,0.1793,0.0362,0
02-0000165,2,feature_drift,2025-03-08 03:04:00,109164,utilities,GB,web,netbanking,11,91.29,376,1,3,0.8269,0.1457,0.1362,0.0231,0
02-0000166,2,feature_drift,2025-03-04 04:36:00,100978,electronics,IN,ios,card,23,407.86,117,0,2,0.901,0.1444,0.1133,0.013,0
02-0000167,2,feature_drift,2025-03-03 21:16:00,100976,gaming,US,web,upi,13,621.47,474,0,6,0.975,0.619,0.059,0.1104,0
02-0000168,2,feature_drift,2025-03-02 20:21:00,108705,gaming,IN,android,card,2,108.06,834,0,6,0.7947,0.3185,0.2086,0.0731,0
02-0000169,2,feature_drift,2025-03-14 16:43:00,109884,electronics,IN,ios,wallet,12,190.7,260,0,3,0.6493,0.1773,0.1774,0.017,0
02-0000170,2,feature_drift,2025-03-04 05:07:00,113834,pharmacy,AE,web,upi,17,268.51,876,0,3,0.8107,0.2633,0.1375,0.0198,0
02-0000171,2,feature_drift,2025-03-05 13:24:00,112619,electronics,IN,web,card,9,183.05,662,0,3,0.7251,0.4806,0.1049,0.0289,0
02-0000172,2,feature_drift,2025-03-01 21:52:00,111629,jewellery,BR,android,upi,18,24.98,327,0,11,0.8451,0.1771,0.2,0.1192,1
02-0000173,2,feature_drift,2025-03-09 09:48:00,101247,jewellery,IN,web,card,16,60.76,595,1,5,0.7257,0.1477,0.0411,0.0467,0
02-0000174,2,feature_drift,2025-03-07 22:07:00,112580,utilities,IN,web,card,22,99.4,514,0,6,0.841,0.1935,0.0712,0.0208,0
02-0000175,2,feature_drift,2025-03-04 13:46:00,113768,grocery,GB,android,card,16,27.39,353,0,4,0.672,0.4544,0.1574,0.0505,0
02-0000176,2,feature_drift,2025-03-10 14:11:00,105752,electronics,IN,web,card,18,142.06,1493,0,6,0.8745,0.2144,0.0665,0.0168,0
02-0000177,2,feature_drift,2025-03-06 20:26:00,100959,fuel,IN,ios,upi,12,178.96,274,0,5,0.9897,0.2,0.1926,0.0137,0
02-0000178,2,feature_drift,2025-03-04 01:04:00,112014,electronics,IN,web,netbanking,12,56.42,360,0,6,0.7981,0.5645,0.0513,0.04,0
02-0000179,2,feature_drift,2025-03-12 00:54:00,110387,electronics,IN,android,upi,7,628.09,194,0,3,0.3619,0.2971,0.4196,0.0633,0
02-0000180,2,feature_drift,2025-03-02 21:30:00,104042,utilities,IN,web,upi,0,107.0,90,0,5,0.8127,0.2299,0.1454,0.0255,0
