transaction_id,batch_id,batch_type,event_timestamp,account_id,merchant_category,country,channel,payment_method,transaction_hour,amount,account_age_days,prior_chargebacks,login_velocity_24h,device_trust_score,ip_risk_score,merchant_risk_score,fraud_probability_simulated,label_fraud
01-0000043,1,baseline,2025-02-06 11:47:00,105564,grocery,DE,web,upi,23,20.01,581,0,2,0.7257,0.2606,0.0592,0.0168,0
01-0000044,1,baseline,2025-02-11 18:59:00,105236,grocery,BR,android,wallet,7,102.54,102,0,3,0.2522,0.0485,0.5252,0.0625,0
01-0000045,1,baseline,2025-02-01 11:45:00,100828,grocery,IN,ios,wallet,22,225.59,246,0,3,0.6971,0.0516,0.2364,0.0127,0
01-0000046,1,baseline,2025-02-14 03:22:00,100503,fuel,IN,web,card,18,359.12,283,0,2,0.5355,0.0338,0.1862,0.0168,0
01-0000047,1,baseline,2025-02-14 04:39:00,103756,grocery,IN,web,upi,21,104.5,200,0,2,0.5688,0.0467,0.2156,0.0117,0
01-0000048,1,baseline,2025-02-13 10:01:00,103712,travel,IN,android,wallet,10,66.73,509,0,1,0.8243,0.3881,0.3637,0.0213,0
01-0000049,1,baseline,2025-02-01 09:15:00,112614,food_delivery,GB,web,upi,16,149.08,437,0,1,0.8014,0.1178,0.1276,0.0095,0
01-0000050,1,baseline,2025-02-02 17:12:00,113408,food_delivery,IN,ios,upi,7,155.25,300,0,4,0.6867,0.0479,0.0067,0.0114,0
01-0000051,1,baseline,2025-02-12 11:02:00,112272,fashion,IN,android,card,21,56.55,210,0,4,0.7354,0.2024,0.1663,0.019,0
01-0000052,1,baseline,2025-02-14 08:24:00,107084,food_delivery,US,ios,card,23,236.71,214,0,3,0.8514,0.5657,0.1002,0.0624,0
01-0000053,1,baseline,2025-02-01 15:57:00,110009,utilities,IN,android,upi,6,105.72,129,1,1,0.8042,0.1084,0.1199,0.0099,0
01-0000054,1,baseline,2025-02-02 18:30:00,110045,food_delivery,IN,ios,upi,15,128.65,627,0,2,0.8998,0.2304,0.1277,0.0074,0
01-0000055,1,baseline,2025-02-13 03:58:00,107058,electronics,GB,android,upi,8,42.3,87,0,2,0.7239,0.0767,0.3401,0.0147,0
01-0000056,1,baseline,2025-02-14 18:35:00,106291,electronics,IN,android,card,8,27.42,290,0,2,0.8014,0.43,0.2345,0.0172,0
01-0000057,1,baseline,2025-02-12 20:26:00,114547,grocery,SG,ios,upi,9,115.66,139,0,4,0.7469,0.1155,0.2496,0.0243,0
01-0000058,1,baseline,2025-02-14 12:15:00,106820,gaming,IN,android,card,14,60.11,138,0,1,0.6247,0.0808,0.302,0.0196,0
01-0000059,1,baseline,2025-02-10 12:31:00,112603,fashion,IN,ios,card,1,303.19,447,0,0,0.9179,0.3916,0.1593,0.0133,0
01-0000060,1,baseline,2025-02-10 18:51:00,105966,gaming,BR,android,upi,9,43.69,472,0,3,0.8274,0.1368,0.0556,0.019,0
01-0000061,1,baseline,2025-02-08 00:16:00,103676,utilities,IN,ios,card,4,56.19,429,0,3,0.8534,0.1029,0.1222,0.0113,0
01-0000062,1,baseline,2025-02-09 15:02:00,112870,electronics,SG,android,upi,18,92.59,266,0,1,0.7545,0.1568,0.138,0.0113,0
01-0000063,1,baseline,2025-02-12 10:09:00,108513,electronics,IN,android,upi,6,156.64,385,0,4,0.8241,0.0471,0.1565,0.01,0
01-0000064,1,baseline,2025-02-12 06:06:00,108735,electronics,SG,ios,card,22,63.18,626,1,2,0.8892,0.1994,0.1471,0.0203,0
01-0000065,1,baseline,2025-02-04 00:07:00,114339,food_delivery,NG,android,card,23,607.19,239,0,4,0.8931,0.05,0.3243,0.0336,0
01-0000066,1,baseline,2025-02-11 01:28:00,101394,jewellery,US,android,netbanking,22,65.25,757,0,2,0.8031,0.1322,0.1654,0.0179,0
01-0000067,1,baseline,2025-02-12 22:56:00,111784,food_delivery,IN,android,card,4,144.78,236,1,2,0.82,0.2423,0.041,0.024,0
01-0000068,1,baseline,2025-02-03 22:07:00,103253,fuel,IN,android,upi,9,61.24,728,0,0,0.5011,0.0446,0.2027,0.0069,0
01-0000069,1,baseline,2025-02-08 12:39:00,105540,fuel,AE,ios,upi,1,68.22,258,0,2,0.7952,0.0805,0.1373,0.0137,0
01-0000070,1,baseline,2025-02-05 16:55:00,112517,jewellery,SG,android,card,13,79.43,426,0,3,0.8567,0.1494,0.1496,0.0275,0
01-0000071,1,baseline,2025-02-12 08:14:00,107048,gaming,IN,web,upi,8,154.05,366,0,5,0.8321,0.169,0.33,0.034,0
01-0000072,1,baseline,2025-02-13 17:33:00,102697,fuel,IN,web,upi,2,27.02,419,0,0,0.6546,0.1878,0.0563,0.0074,0
01-0000073,1,baseline,2025-02-14 08:47:00,107767,pharmacy,US,android,upi,14,66.47,743,1,5,0.7148,0.2031,0.177,0.0463,0
01-0000074,1,baseline,2025-02-10 06:46:00,111398,pharmacy,IN,android,upi,4,254.87,435,0,2,0.7171,0.0095,0.1385,0.0102,0
01-0000075,1,baseline,2025-02-05 01:33:00,113528,grocery,IN,android,upi,0,191.66,641,0,3,0.7732,0.4817,0.1563,0.0305,0
01-0000076,1,baseline,2025-02-07 14:07:00,101361,electronics,IN,pos,netbanking,8,58.94,130,0,2,0.9638,0.2501,0.2277,0.0077,0
01-0000077,1,baseline,2025-02-07 14:12:00,110714,electronics,US,web,card,13,50.71,131,0,7,0.7573,0.1657,0.2917,0.0568,1
01-0000078,1,baseline,2025-02-05 08:59:00,111811,fashion,IN,ios,card,13,79.44,647,0,2,0.8659,0.0992,0.0789,0.0063,0
01-0000079,1,baseline,2025-02-06 16:44:00,105972,food_delivery,IN,web,card,15,91.47,274,0,0,0.7474,0.2732,0.0906,0.0088,0
01-0000080,1,baseline,2025-02-14 03:46:00,103405,food_delivery,GB,android,upi,20,313.21,389,0,0,0.9257,0.613,0.2031,0.0224,0
01-0000081,1,baseline,2025-02-04 22:16:00,106930,fashion,IN,ios,card,15,94.78,337,0,3,0.3196,0.2584,0.2529,0.0468,0
01-0000082,1,baseline,2025-02-05 14:01:00,102629,electronics,NG,android,card,12,85.71,235,1,0,0.7061,0.025,0.1136,0.0144,0
01-0000083,1,baseline,2025-02-03 19:37:00,101384,fashion,IN,ios,wallet,8,53.06,782,0,4,0.8511,0.2605,0.2496,0.0133,0
01-0000084,1,baseline,2025-02-01 13:07:00,103805,pharmacy,GB,web,wallet,13,1316.25,76,0,2,0.8576,0.0416,0.2457,0.0153,0
01-0000085,1,baseline,2025-02-07 08:55:00,107380,food_delivery,BR,android,upi,14,154.3,227,0,3,0.8801,0.0169,0.107,0.0102,0
01-0000086,1,baseline,2025-02-12 08:06:00,109673,gaming,AE,ios,card,9,35.79,434,0,1,0.7803,0.2242,0.2009,0.0234,0
01-0000087,1,baseline,2025-02-06 22:47:00,103435,food_delivery,NG,web,netbanking,21,72.17,807,1,2,0.8264,0.1682,0.0493,0.0154,0
01-0000088,1,baseline,2025-02-10 22:22:00,104172,electronics,IN,android,card,19,135.69,526,0,4,0.8442,0.3246,0.2115,0.0222,0
01-0000089,1,baseline,2025-02-01 04:10:00,101396,pharmacy,BR,android,card,21,254.95,499,0,1,0.9568,0.0367,0.0214,0.0065,0
01-0000090,1,baseline,2025-02-04 00:07:00,107355,gaming,NG,web,wallet,15,102.88,312,0,5,0.7355,0.1195,0.1854,0.0461,0
01-0000091,1,baseline,2025-02-06 16:36:00,101369,pharmacy,IN,ios,wallet,4,65.26,217,0,2,0.7502,0.1237,0.379,0.0142,0
01-0000092,1,baseline,2025-02-01 19:53:00,104699,travel,IN,android,wallet,15,103.82,361,0,0,0.837,0.0799,0.3359,0.0089,0
01-0000093,1,baseline,2025-02-04 16:16:00,103237,food_delivery,BR,android,upi,5,407.5,399,0,3,0.7811,0.2065,0.1244,0.0286,0
01-0000094,1,baseline,2025-02-13 23:14:00,100045,food_delivery,IN,ios,upi,20,193.09,661,0,2,0.9776,0.2057,0.1455,0.0064,0
01-0000095,1,baseline,2025-02-05 11:22:00,110486,fashion,IN,android,upi,0,106.68,606,0,3,0.8895,0.2284,0.2059,0.0133,0
01-0000096,1,baseline,2025-02-10 03:26:00,100403,fashion,US,ios,upi,13,47.15,299,1,1,0.6235,0.0898,0.1039,0.018,0
01-0000097,1,baseline,2025-02-12 03:53:00,102687,travel,IN,web,card,10,248.96,403,0,3,0.7675,0.3967,0.3947,0.058,0
01-0000098,1,baseline,2025-02-11 13:32:00,105742,fashion,AE,android,card,22,280.72,433,0,3,0.8941,0.0804,0.2053,0.0163,0
01-0000099,1,baseline,2025-02-04 15:12:00,108525,grocery,SG,android,card,20,100.94,573,0,1,0.9078,0.1218,0.2689,0.0101,0
01-0000100,1,baseline,2025-02-07 02:50:00,114739,utilities,IN,web,card,21,288.16,701,0,5,0.6344,0.437,0.1487,0.0535,0
01-0000101,1,baseline,2025-02-06 12:56:00,109039,utilities,AE,android,upi,16,151.07,316,0,3,0.7143,0.6214,0.1854,0.0593,0
01-0000102,1,baseline,2025-02-04 16:58:00,104820,food_delivery,IN,ios,card,8,250.69,370,0,5,0.7948,0.21,0.0869,0.0231,0
01-0000103,1,baseline,2025-02-03 12:59:00,114493,utilities,IN,ios,card,5,287.69,752,0,1,0.7917,0.107,0.2306,0.0112,0
01-0000104,1,baseline,2025-02-12 03:26:00,110990,grocery,IN,android,netbanking,7,110.07,519,0,1,0.8681,0.2468,0.3,0.0082,0
01-0000105,1,baseline,2025-02-08 21:15:00,106872,food_delivery,IN,ios,card,2,196.72,841,0,4,0.9172,0.1754,0.2255,0.0178,0
01-0000106,1,baseline,2025-02-01 23:52:00,106053,utilities,IN,ios,card,2,346.52,311,0,3,0.7194,0.0283,0.0922,0.0164,0
01-0000107,1,baseline,2025-02-04 20:15:00,111617,fuel,IN,ios,wallet,23,636.47,797,0,6,0.6318,0.6663,0.2595,0.1402,1
01-0000108,1,baseline,2025-02-10 20:54:00,100590,travel,NG,pos,netbanking,10,78.86,817,0,1,0.8528,0.0416,0.1544,0.0106,0
01-0000109,1,baseline,2025-02-12 20:26:00,100523,pharmacy,US,android,upi,11,163.9,568,0,2,0.7517,0.3382,0.1175,0.0209,0
01-0000110,1,baseline,2025-02-07 08:27:00,100344,utilities,IN,web,upi,14,257.12,507,0,2,0.9239,0.107,0.1331,0.0061,0
01-0000111,1,baseline,2025-02-06 20:07:00,109669,electronics,IN,android,card,20,29.6,114,0,5,0.8089,0.1661,0.0322,0.0149,0
01-0000112,1,baseline,2025-02-13 01:16:00,106365,food_delivery,SG,web,upi,14,183.15,825,0,4,0.7479,0.2466,0.4204,0.0358,0
01-0000113,1,baseline,2025-02-01 17:08:00,114704,pharmacy,IN,ios,upi,12,62.7,323,0,2,0.9248,0.1627,0.2196,0.0065,0
01-0000114,1,baseline,2025-02-02 12:09:00,109386,food_delivery,US,web,card,2,270.73,485,0,3,0.9494,0.3412,0.2729,0.0365,0
01-0000115,1,baseline,2025-02-05 02:51:00,100710,electronics,AE,web,upi,8,169.47,730,0,6,0.8567,0.1353,0.1441,0.0252,0
01-0000116,1,baseline,2025-02-01 11:37:00,113865,grocery,IN,android,upi,21,105.71,263,0,1,0.8377,0.2215,0.2782,0.0085,0
01-0000117,1,baseline,2025-02-07 16:51:00,113614,travel,SG,android,card,11,163.54,578,0,1,0.8898,0.1997,0.1988,0.0213,0
01-0000118,1,baseline,2025-02-09 01:13:00,103750,fashion,AE,web,netbanking,18,199.48,619,1,4,0.8394,0.1097,0.2213,0.03,0
01-0000119,1,baseline,2025-02-10 13:01:00,102336,fashion,IN,web,card,3,45.53,298,1,2,0.902,0.0483,0.0168,0.0105,0
01-0000120,1,baseline,2025-02-05 20:09:00,101816,food_delivery,IN,android,wallet,14,50.74,201,0,2,0.8028,0.4882,0.4336,0.0227,0
01-0000121,1,baseline,2025-02-03 12:27:00,110128,grocery,US,web,card,20,260.18,202,0,3,0.974,0.129,0.184,0.0158,0
01-0000122,1,baseline,2025-02-11 01:19:00,101157,grocery,IN,web,wallet,20,45.64,255,0,4,0.8154,0.1154,0.1441,0.0101,0
01-0000123,1,baseline,2025-02-09 14:26:00,100379,utilities,US,web,card,2,79.19,542,0,2,0.8979,0.0547,0.27,0.0142,0
01-0000124,1,baseline,2025-02-12 08:27:00,104922,pharmacy,GB,ios,card,19,293.9,432,0,2,0.4689,0.13,0.2811,0.0387,0
01-0000125,1,baseline,2025-02-04 23:41:00,100921,food_delivery,AE,android,netbanking,8,113.15,801,1,1,0.7722,0.2795,0.0921,0.0201,0
01-0000126,1,baseline,2025-02-09 21:56:00,103175,pharmacy,BR,web,card,13,619.13,171,1,5,0.9178,0.3777,0.4532,0.1147,0
01-0000127,1,baseline,2025-02-07 16:29:00,102020,grocery,IN,android,netbanking,8,27.95,708,0,3,0.7593,0.0717,0.1431,0.0069,0
01-0000128,1,baseline,2025-02-01 05:40:00,113293,electronics,BR,pos,card,18,193.42,374,1,5,0.8306,0.1512,0.3101,0.0586,0
01-0000129,1,baseline,2025-02-12 07:30:00,113519,electronics,IN,android,upi,19,53.32,532,0,2,0.8592,0.2482,0.0862,0.0072,0
01-0000130,1,baseline,2025-02-11 07:33:00,102583,fuel,IN,android,upi,19,92.8,276,0,2,0.7088,0.105,0.0955,0.0083,0
01-0000131,1,baseline,2025-02-04 21:57:00,111743,fuel,GB,android,upi,8,281.73,308,0,6,0.7772,0.264,0.0916,0.0441,0
01-0000132,1,baseline,2025-02-12 09:41:00,101314,grocery,IN,ios,card,19,114.7,734,1,0,0.5944,0.2259,0.1926,0.0185,0
01-0000133,1,baseline,2025-02-11 16:42:00,109926,utilities,IN,android,wallet,13,84.16,216,0,1,0.6284,0.1911,0.0977,0.0097,0
01-0000134,1,baseline,2025-02-02 09:58:00,113867,fuel,IN,android,card,18,365.34,248,0,1,0.8939,0.1181,0.0279,0.0065,0
01-0000135,1,baseline,2025-02-07 19:21:00,109741,grocery,GB,ios,upi,9,203.09,396,0,0,0.8223,0.1862,0.0339,0.0081,0
01-0000136,1,baseline,2025-02-08 12:47:00,103437,food_delivery,SG,web,card,15,70.35,340,1,4,0.9371,0.244,0.2385,0.0379,0
01-0000137,1,baseline,2025-02-01 04:40:00,104406,utilities,AE,web,netbanking,17,432.35,29,1,3,0.825,0.1959,0.1466,0.0358,0
01-0000138,1,baseline,2025-02-05 23:59:00,113550,food_delivery,IN,ios,card,19,77.73,609,0,3,0.7144,0.0065,0.3696,0.0124,0
01-0000139,1,baseline,2025-02-02 07:01:00,107921,utilities,IN,ios,netbanking,3,223.47,602,0,3,0.774,0.2239,0.1183,0.0168,0
01-0000140,1,baseline,2025-02-13 23:39:00,100940,grocery,IN,web,upi,19,164.98,66,1,0,0.889,0.3405,0.1937,0.0134,0
01-0000141,1,baseline,2025-02-09 03:21:00,107228,fuel,BR,android,card,11,59.79,374,0,2,0.7452,0.4706,0.135,0.0321,1
01-0000142,1,baseline,2025-02-09 11:54:00,107751,electronics,US,android,upi,1,49.1,600,0,1,0.889,0.4822,0.033,0.0174,0
01-0000143,1,baseline,2025-02-01 07:23:00,114266,travel,US,android,upi,0,162.15,152,0,4,0.7884,0.2295,0.2042,0.0632,0
01-0000144,1,baseline,2025-02-10 04:30:00,113197,jewellery,IN,pos,card,2,39.99,868,0,2,0.963,0.1066,0.1415,0.011,0
01-0000145,1,baseline,2025-02-06 05:27:00,106813,fashion,IN,android,card,12,148.08,569,0,2,0.9588,0.0414,0.2706,0.0064,1
01-0000146,1,baseline,2025-02-04 12:51:00,104182,gaming,AE,web,netbanking,23,161.32,675,0,3,0.8982,0.309,0.4479,0.0571,0
01-0000147,1,baseline,2025-02-12 17:54:00,111203,fashion,US,ios,card,15,227.84,289,0,3,0.7239,0.0544,0.0757,0.0189,0
01-0000148,1,baseline,2025-02-05 22:33:00,113512,fashion,IN,ios,card,6,78.76,856,0,2,0.8009,0.0553,0.1772,0.007,0
01-0000149,1,baseline,2025-02-06 11:51:00,105379,fashion,IN,android,card,3,70.11,658,0,3,0.4962,0.042,0.1509,0.0209,0
01-0000150,1,baseline,2025-02-13 01:39:00,102082,travel,BR,ios,netbanking,9,76.25,107,1,2,0.8898,0.1191,0.2964,0.0331,0
01-0000151,1,baseline,2025-02-04 01:13:00,113881,grocery,IN,web,card,16,171.14,444,0,0,0.9287,0.3425,0.2784,0.0093,0
01-0000152,1,baseline,2025-02-02 00:46:00,103313,travel,IN,web,upi,18,58.5,197,0,3,0.9464,0.1312,0.1527,0.0118,0
01-0000153,1,baseline,2025-02-09 18:58:00,112785,fashion,IN,ios,upi,19,44.31,138,0,3,0.543,0.1568,0.3892,0.0216,0
01-0000154,1,baseline,2025-02-04 08:30:00,114196,fuel,US,ios,netbanking,2,88.44,550,0,2,0.6596,0.3159,0.2652,0.0344,0
01-0000155,1,baseline,2025-02-12 21:33:00,114878,food_delivery,US,ios,card,22,85.24,114,0,6,0.9238,0.0557,0.051,0.021,0
01-0000156,1,baseline,2025-02-04 05:45:00,111625,gaming,IN,android,upi,21,24.22,264,0,1,0.7348,0.2794,0.059,0.0128,0
01-0000157,1,baseline,2025-02-14 11:57:00,103405,electronics,IN,android,wallet,7,45.45,529,0,3,0.9091,0.1556,0.1654,0.007,0
01-0000158,1,baseline,2025-02-12 11:39:00,104823,grocery,IN,web,card,1,85.51,245,0,2,0.8588,0.0642,0.2392,0.0106,0
01-0000159,1,baseline,2025-02-06 21:17:00,113055,grocery,GB,android,wallet,22,65.39,216,1,3,0.8077,0.0763,0.1125,0.0198,0
01-0000160,1,baseline,2025-02-11 02:18:00,105036,travel,IN,pos,upi,7,114.78,260,0,3,0.9045,0.2386,0.1721,0.0182,0
01-0000161,1,baseline,2025-02-14 05:38:00,107154,food_delivery,BR,web,card,21,236.49,252,0,1,0.8883,0.116,0.0927,0.0104,0
01-0000162,1,baseline,2025-02-13 00:26:00,109896,gaming,IN,pos,card,20,82.08,197,1,2,0.7361,0.3206,0.1168,0.0446,1
01-0000163,1,baseline,2025-02-08 04:59:00,107640,electronics,IN,ios,card,4,48.58,524,0,5,0.7085,0.0355,0.1472,0.0199,0
01-0000164,1,baseline,2025-02-09 06:27:00,112747,fuel,GB,ios,card,4,317.58,389,0,1,0.6275,0.4484,0.4313,0.0723,0
01-0000165,1,baseline,2025-02-14 11:30:00,108126,fuel,IN,web,card,20,165.1,135,0,3,0.7345,0.0366,0.1032,0.0116,0
01-0000166,1,baseline,2025-02-12 22:38:00,109181,utilities,AE,web,card,4,28.7,300,0,3,0.6927,0.0094,0.2509,0.0217,0
01-0000167,1,baseline,2025-02-07 17:28:00,101377,pharmacy,IN,ios,upi,19,145.06,243,0,3,0.7846,0.1259,0.181,0.0111,0
01-0000168,1,baseline,2025-02-05 07:01:00,109616,electronics,IN,web,upi,20,64.91,307,0,2,0.9251,0.2263,0.084,0.0065,0
01-0000169,1,baseline,2025-02-13 15:43:00,113216,gaming,NG,pos,netbanking,18,85.03,411,0,5,0.6227,0.0304,0.239,0.0481,0
01-0000170,1,baseline,2025-02-03 17:11:00,106602,fashion,IN,pos,card,12,41.54,263,1,2,0.7656,0.2784,0.0702,0.019,0
01-0000171,1,baseline,2025-02-09 01:42:00,109065,electronics,IN,ios,upi,12,33.25,374,1,2,0.7112,0.0925,0.0856,0.011,0
01-0000172,1,baseline,2025-02-02 12:53:00,104384,travel,GB,android,upi,13,176.23,510,0,2,0.5485,0.3002,0.1398,0.0519,0
01-0000173,1,baseline,2025-02-10 08:20:00,101579,gaming,GB,pos,wallet,21,36.81,269,0,1,0.8122,0.2059,0.3064,0.0205,0
01-0000174,1,baseline,2025-02-03 17:42:00,106081,fashion,IN,ios,wallet,18,263.68,376,0,3,0.8807,0.183,0.1679,0.0107,0
01-0000175,1,baseline,2025-02-06 18:40:00,111085,fashion,BR,android,card,14,167.47,457,0,1,0.2898,0.1668,0.2504,0.0431,0
01-0000176,1,baseline,2025-02-02 00:56:00,104823,grocery,IN,ios,upi,7,50.14,302,0,3,0.7842,0.1257,0.2151,0.0097,0
01-0000177,1,baseline,2025-02-07 01:44:00,101701,electronics,DE,web,card,0,1249.65,380,1,1,0.9475,0.0636,0.1264,0.0226,0
01-0000178,1,baseline,2025-02-12 01:54:00,104270,travel,IN,ios,card,2,72.61,359,0,2,0.8409,0.2341,0.1352,0.0232,0
01-0000179,1,baseline,2025-02-08 02:42:00,105718,grocery,US,pos,card,15,165.89,372,0,2,0.8228,0.0194,0.4898,0.0174,0
01-0000180,1,baseline,2025-02-13 12:36:00,106996,electronics,IN,ios,card,11,81.81,330,1,3,0.7793,0.2849,0.0519,0.0246,0
01-0000181,1,baseline,2025-02-08 03:44:00,110042,grocery,IN,web,card,3,284.26,673,0,4,0.8669,0.2203,0.2072,0.0235,0
01-0000182,1,baseline,2025-02-11 04:10:00,101750,travel,AE,web,wallet,17,113.72,426,1,0,0.9379,0.2106,0.3517,0.0251,0
01-0000183,1,baseline,2025-02-06 12:02:00,106978,fashion,IN,android,card,3,69.69,404,0,3,0.7503,0.0994,0.2768,0.0173,0
01-0000184,1,baseline,2025-02-10 03:10:00,111438,fashion,IN,pos,netbanking,3,148.79,198,0,4,0.7659,0.1069,0.202,0.0187,0
