transaction_id,batch_id,batch_type,event_timestamp,account_id,merchant_category,country,channel,payment_method,transaction_hour,amount,account_age_days,prior_chargebacks,login_velocity_24h,device_trust_score,ip_risk_score,merchant_risk_score,fraud_probability_simulated,label_fraud
00-0000015,0,baseline,2025-01-01 12:40:00,113655,fuel,BR,web,wallet,17,86.42,256,0,4,0.7525,0.0613,0.4992,0.0265,0
00-0000016,0,baseline,2025-01-12 22:29:00,100052,electronics,IN,ios,card,21,38.69,735,1,2,0.9771,0.0785,0.348,0.0095,0
00-0000017,0,baseline,2025-01-14 05:34:00,110322,grocery,IN,web,card,16,71.25,325,0,2,0.8315,0.1572,0.152,0.009,0
00-0000018,0,baseline,2025-01-01 16:10:00,110786,fashion,US,ios,card,7,74.57,283,0,3,0.5076,0.1894,0.3216,0.0449,0
00-0000019,0,baseline,2025-01-02 08:46:00,102849,grocery,IN,web,upi,8,22.94,367,1,3,0.6243,0.0293,0.3286,0.0179,0
00-0000020,0,baseline,2025-01-14 19:27:00,107582,electronics,GB,web,card,12,110.15,871,1,2,0.8629,0.0742,0.2124,0.0179,0
00-0000021,0,baseline,2025-01-14 06:51:00,114722,pharmacy,IN,android,card,16,30.01,186,0,3,0.7968,0.2068,0.458,0.0176,0
00-0000022,0,baseline,2025-01-04 00:11:00,110308,jewellery,BR,web,card,17,391.7,424,0,7,0.7651,0.079,0.1487,0.0819,0
00-0000023,0,baseline,2025-01-07 14:46:00,104271,electronics,IN,pos,card,16,75.3,682,0,2,0.928,0.0714,0.2707,0.0064,0
00-0000024,0,baseline,2025-01-06 17:06:00,104836,pharmacy,US,ios,card,2,92.68,371,0,2,0.8764,0.3307,0.277,0.0296,0
00-0000025,0,baseline,2025-01-07 12:39:00,109439,electronics,US,web,upi,18,686.35,202,0,3,0.7462,0.0491,0.1393,0.0189,0
00-0000026,0,baseline,2025-01-06 20:57:00,102169,food_delivery,IN,ios,upi,9,153.56,232,0,2,0.7982,0.0745,0.371,0.0097,0
00-0000027,0,baseline,2025-01-02 14:59:00,108715,electronics,US,android,wallet,12,257.51,432,0,2,0.9324,0.3187,0.4062,0.0214,0
00-0000028,0,baseline,2025-01-08 16:29:00,108581,gaming,IN,web,upi,19,284.65,330,0,1,0.7851,0.154,0.2439,0.0153,0
00-0000029,0,baseline,2025-01-11 03:41:00,108998,electronics,AE,android,card,0,127.78,968,0,4,0.8332,0.3824,0.25,0.0486,0
00-0000030,0,baseline,2025-01-06 09:47:00,111613,fuel,IN,ios,upi,7,62.77,317,0,0,0.7149,0.3432,0.124,0.0088,0
00-0000031,0,baseline,2025-01-08 19:02:00,108028,grocery,SG,ios,card,9,68.0,132,0,3,0.8836,0.1324,0.2517,0.0173,0
00-0000032,0,baseline,2025-01-07 13:46:00,110863,travel,US,ios,card,16,260.38,163,0,3,0.8613,0.0512,0.2959,0.0329,0
00-0000033,0,baseline,2025-01-05 04:43:00,114936,pharmacy,IN,android,upi,7,64.72,654,0,0,0.9554,0.058,0.2565,0.003,0
00-0000034,0,baseline,2025-01-13 11:56:00,101928,fashion,IN,pos,card,7,144.04,282,0,4,0.7847,0.0377,0.2173,0.0141,0
00-0000035,0,baseline,2025-01-07 10:21:00,107529,pharmacy,IN,android,upi,21,79.72,607,0,5,0.8358,0.2798,0.184,0.0183,0
00-0000036,0,baseline,2025-01-01 20:11:00,101896,grocery,AE,web,card,6,66.53,758,0,2,0.8207,0.0426,0.1207,0.0095,0
00-0000037,0,baseline,2025-01-07 10:34:00,111565,utilities,US,ios,netbanking,3,35.16,384,0,3,0.6591,0.2101,0.2915,0.0317,0
00-0000038,0,baseline,2025-01-04 17:31:00,102126,gaming,GB,web,wallet,20,147.36,452,2,2,0.5248,0.2966,0.2225,0.1448,0
00-0000039,0,baseline,2025-01-04 03:23:00,107412,food_delivery,IN,ios,upi,2,139.76,403,0,2,0.8454,0.1404,0.3673,0.0127,0
00-0000040,0,baseline,2025-01-13 23:03:00,103418,jewellery,SG,web,card,15,211.42,222,0,2,0.7511,0.3172,0.1848,0.0503,0
00-0000041,0,baseline,2025-01-05 13:38:00,114965,pharmacy,IN,web,card,6,29.37,203,0,3,0.7729,0.2169,0.4744,0.0192,0
00-0000042,0,baseline,2025-01-02 06:56:00,106464,travel,IN,android,wallet,7,78.71,266,0,2,0.8996,0.0201,0.2803,0.0097,0
00-0000043,0,baseline,2025-01-07 17:11:00,114679,fuel,SG,android,card,1,296.49,1326,0,1,0.6823,0.1643,0.0547,0.0177,0
00-0000044,0,baseline,2025-01-03 10:49:00,113239,food_delivery,IN,android,card,16,66.5,1146,0,2,0.9206,0.1212,0.2303,0.0061,0
00-0000045,0,baseline,2025-01-11 12:14:00,105903,fashion,IN,web,wallet,1,21.85,196,0,1,0.8703,0.1732,0.1633,0.0066,0
00-0000046,0,baseline,2025-01-04 22:46:00,106730,fashion,IN,ios,upi,17,153.72,565,0,1,0.9055,0.0318,0.0817,0.0037,0
00-0000047,0,baseline,2025-01-04 12:11:00,104828,grocery,GB,android,card,21,154.97,151,0,3,0.8045,0.2492,0.1231,0.0256,0
00-0000048,0,baseline,2025-01-06 22:29:00,112017,fashion,NG,web,card,21,97.25,483,0,1,0.8172,0.0941,0.1559,0.0102,1
00-0000049,0,baseline,2025-01-07 18:16:00,112932,grocery,IN,web,card,15,58.39,404,0,8,0.9208,0.2161,0.3977,0.0396,1
00-0000050,0,baseline,2025-01-03 07:08:00,107323,grocery,IN,android,card,7,252.12,275,0,2,0.9708,0.0354,0.3308,0.0077,0
00-0000051,0,baseline,2025-01-08 03:11:00,111989,electronics,IN,ios,upi,3,1210.04,499,0,3,0.9101,0.0988,0.3107,0.0158,0
00-0000052,0,baseline,2025-01-11 16:59:00,114452,jewellery,GB,ios,wallet,1,104.25,506,0,5,0.8587,0.5589,0.1766,0.1137,1
00-0000053,0,baseline,2025-01-10 01:25:00,110371,gaming,IN,web,upi,9,174.66,312,0,5,0.7519,0.165,0.2869,0.0389,0
00-0000054,0,baseline,2025-01-10 21:15:00,110566,fashion,US,android,netbanking,3,200.0,257,0,1,0.651,0.1764,0.1613,0.0222,0
00-0000055,0,baseline,2025-01-02 02:55:00,106127,food_delivery,US,web,card,20,227.34,496,0,3,0.6761,0.1093,0.092,0.0228,0
00-0000056,0,baseline,2025-01-08 12:18:00,114479,utilities,GB,android,card,14,87.58,251,0,1,0.9426,0.2062,0.0599,0.0094,0
00-0000057,0,baseline,2025-01-06 01:18:00,105846,utilities,GB,ios,card,23,325.07,782,0,4,0.9546,0.1339,0.2034,0.0248,0
00-0000058,0,baseline,2025-01-04 13:57:00,109658,utilities,IN,ios,wallet,1,33.38,893,0,1,0.5079,0.3301,0.1652,0.018,0
00-0000059,0,baseline,2025-01-07 10:18:00,101974,grocery,NG,web,upi,15,52.66,222,0,1,0.8475,0.2201,0.1262,0.0099,0
00-0000060,0,baseline,2025-01-13 21:31:00,109475,food_delivery,IN,android,card,4,263.34,381,0,1,0.7226,0.2627,0.0953,0.017,0
00-0000061,0,baseline,2025-01-13 11:46:00,109382,gaming,US,web,wallet,4,283.9,190,1,4,0.8569,0.0995,0.3683,0.0856,0
00-0000062,0,baseline,2025-01-10 17:00:00,102693,grocery,DE,web,card,21,128.41,371,0,1,0.786,0.3561,0.2288,0.023,0
00-0000063,0,baseline,2025-01-01 19:29:00,101236,grocery,IN,web,netbanking,10,120.26,464,0,0,0.9391,0.1221,0.3606,0.0047,0
00-0000064,0,baseline,2025-01-07 18:06:00,112442,grocery,IN,ios,card,7,32.01,684,0,4,0.4859,0.0431,0.3885,0.0236,0
00-0000065,0,baseline,2025-01-10 11:01:00,104118,fuel,SG,web,wallet,23,90.8,448,0,1,0.9317,0.2975,0.3234,0.0168,0
00-0000066,0,baseline,2025-01-01 07:17:00,112606,utilities,IN,ios,upi,14,565.08,554,0,4,0.7171,0.0953,0.2287,0.0176,0
00-0000067,0,baseline,2025-01-12 19:39:00,109841,grocery,AE,android,upi,19,38.23,128,0,6,0.6736,0.091,0.1833,0.0324,0
00-0000068,0,baseline,2025-01-08 08:14:00,101662,pharmacy,US,android,card,22,114.43,326,0,2,0.7357,0.2305,0.1536,0.0217,0
00-0000069,0,baseline,2025-01-02 17:07:00,100220,travel,IN,ios,wallet,22,26.83,747,0,2,0.7217,0.1181,0.1815,0.0118,0
00-0000070,0,baseline,2025-01-14 12:02:00,101893,gaming,IN,android,wallet,1,102.21,622,1,2,0.6053,0.1146,0.1643,0.0392,0
00-0000071,0,baseline,2025-01-01 13:10:00,112517,utilities,AE,android,upi,6,228.84,224,0,0,0.9778,0.0774,0.1667,0.0057,0
00-0000072,0,baseline,2025-01-08 11:53:00,107180,electronics,AE,android,card,16,190.38,91,0,3,0.9075,0.1777,0.0898,0.0177,0
00-0000073,0,baseline,2025-01-09 00:21:00,101085,electronics,SG,pos,card,13,63.98,384,0,3,0.81,0.1858,0.365,0.0242,0
00-0000074,0,baseline,2025-01-08 13:16:00,103446,pharmacy,IN,ios,upi,11,86.12,308,0,6,0.8656,0.0811,0.2551,0.0161,1
00-0000075,0,baseline,2025-01-14 19:46:00,107861,food_delivery,IN,web,card,20,153.41,327,0,3,0.4972,0.2964,0.1525,0.0341,0
00-0000076,0,baseline,2025-01-04 16:49:00,112226,grocery,IN,android,card,4,131.26,543,0,4,0.8423,0.035,0.1651,0.0143,0
00-0000077,0,baseline,2025-01-03 14:40:00,108198,pharmacy,IN,pos,upi,15,64.34,164,0,1,0.9247,0.2049,0.2382,0.0062,0
00-0000078,0,baseline,2025-01-03 23:28:00,109391,grocery,IN,pos,upi,18,113.47,299,1,1,0.7519,0.2599,0.3082,0.0188,0
00-0000079,0,baseline,2025-01-12 04:19:00,103408,grocery,IN,ios,wallet,19,101.73,179,0,1,0.504,0.0312,0.1346,0.0094,0
00-0000080,0,baseline,2025-01-12 07:46:00,112317,electronics,IN,pos,wallet,22,86.55,398,0,3,0.7206,0.126,0.4593,0.0157,0
00-0000081,0,baseline,2025-01-02 19:24:00,114339,electronics,IN,android,card,5,104.82,535,0,3,0.9493,0.3365,0.4194,0.0239,0
00-0000082,0,baseline,2025-01-04 15:54:00,106176,travel,DE,ios,card,14,170.49,710,0,0,0.9872,0.0764,0.0365,0.0085,0
00-0000083,0,baseline,2025-01-04 13:58:00,105114,electronics,US,android,upi,10,106.2,910,0,2,0.7672,0.0874,0.2474,0.0115,0
00-0000084,0,baseline,2025-01-09 16:55:00,113284,grocery,IN,web,wallet,5,80.66,502,0,2,0.8536,0.1244,0.0615,0.0076,0
00-0000085,0,baseline,2025-01-12 15:08:00,107570,gaming,BR,web,card,6,214.19,1,0,2,0.6023,0.1372,0.0774,0.0427,0
00-0000086,0,baseline,2025-01-11 19:27:00,110442,travel,IN,ios,card,7,111.65,309,0,6,0.9067,0.1453,0.5742,0.0532,0
00-0000087,0,baseline,2025-01-10 09:56:00,113010,fuel,IN,web,wallet,1,21.58,309,0,4,0.8666,0.2897,0.3872,0.0211,0
00-0000088,0,baseline,2025-01-03 09:08:00,106055,utilities,IN,ios,card,21,46.26,158,0,1,0.8339,0.0193,0.1007,0.0048,0
00-0000089,0,baseline,2025-01-09 09:28:00,109854,gaming,GB,android,upi,20,119.26,512,1,1,0.9784,0.0395,0.2336,0.0167,0
00-0000090,0,baseline,2025-01-01 12:43:00,108547,pharmacy,US,web,card,0,178.26,506,0,3,0.8889,0.2271,0.2313,0.0286,1
00-0000091,0,baseline,2025-01-14 03:50:00,105770,fashion,IN,web,card,8,230.85,128,0,1,0.7653,0.2994,0.2361,0.0158,0
00-0000092,0,baseline,2025-01-02 07:41:00,104214,fashion,IN,ios,card,5,429.16,429,0,3,0.8449,0.2533,0.0754,0.0207,0
00-0000093,0,baseline,2025-01-03 17:01:00,101444,grocery,BR,web,card,7,106.56,520,0,5,0.6148,0.2664,0.189,0.0557,0
00-0000094,0,baseline,2025-01-04 16:36:00,102140,fuel,IN,android,upi,13,177.46,942,0,1,0.9533,0.1192,0.3146,0.005,0
00-0000095,0,baseline,2025-01-04 22:44:00,114337,food_delivery,DE,web,card,1,381.33,482,0,5,0.7025,0.1946,0.062,0.0546,0
00-0000096,0,baseline,2025-01-13 19:44:00,114507,fashion,IN,web,card,2,147.91,517,0,1,0.8838,0.0731,0.392,0.01,0
00-0000097,0,baseline,2025-01-12 21:31:00,108843,food_delivery,IN,android,card,19,117.34,296,0,0,0.7476,0.2191,0.1789,0.0089,0
00-0000098,0,baseline,2025-01-10 15:46:00,100504,gaming,IN,android,card,20,16.89,577,0,1,0.9363,0.2239,0.2224,0.0097,0
00-0000099,0,baseline,2025-01-03 14:43:00,108732,gaming,US,web,wallet,7,50.91,517,0,0,0.7704,0.2568,0.0674,0.015,0
00-0000100,0,baseline,2025-01-13 16:42:00,105107,food_delivery,DE,ios,card,10,54.64,119,0,4,0.8359,0.0979,0.2604,0.0216,0
00-0000101,0,baseline,2025-01-05 17:22:00,108957,grocery,IN,android,upi,3,99.24,479,0,3,0.6843,0.1087,0.3332,0.0184,0
00-0000102,0,baseline,2025-01-06 23:26:00,108450,gaming,IN,android,wallet,14,357.52,76,0,3,0.7629,0.1939,0.4101,0.0359,0
00-0000103,0,baseline,2025-01-01 08:53:00,102233,utilities,AE,ios,upi,8,96.15,178,0,3,0.6887,0.1398,0.0482,0.0177,0
00-0000104,0,baseline,2025-01-05 16:48:00,110850,utilities,AE,ios,wallet,21,44.3,158,0,1,0.6347,0.0773,0.1554,0.0114,0
00-0000105,0,baseline,2025-01-14 16:17:00,108400,fuel,IN,web,upi,3,44.61,331,0,5,0.8921,0.1026,0.1824,0.0141,0
00-0000106,0,baseline,2025-01-05 14:32:00,114682,travel,IN,android,upi,13,100.06,83,0,2,0.8134,0.084,0.2641,0.0143,0
00-0000107,0,baseline,2025-01-01 22:36:00,108447,travel,IN,android,card,18,46.45,246,1,4,0.6524,0.2959,0.0597,0.0647,1
00-0000108,0,baseline,2025-01-06 02:40:00,109410,grocery,US,web,card,14,404.38,101,0,1,0.6054,0.1033,0.4348,0.0303,0
00-0000109,0,baseline,2025-01-03 16:24:00,108714,gaming,NG,android,upi,9,150.24,927,0,1,0.7906,0.1916,0.0628,0.0163,0
00-0000110,0,baseline,2025-01-04 06:17:00,104828,fuel,IN,web,upi,10,54.51,270,0,2,0.8118,0.3162,0.1855,0.0112,0
00-0000111,0,baseline,2025-01-06 11:36:00,102774,fashion,NG,ios,upi,18,62.73,488,0,1,0.8727,0.2202,0.3231,0.0113,0
00-0000112,0,baseline,2025-01-07 12:37:00,106674,food_delivery,IN,android,wallet,13,432.63,458,0,4,0.8921,0.012,0.0317,0.0079,0
00-0000113,0,baseline,2025-01-13 01:22:00,110644,grocery,IN,web,upi,8,51.73,139,0,7,0.8652,0.2203,0.0956,0.022,0
00-0000114,0,baseline,2025-01-12 08:15:00,102057,grocery,AE,android,card,17,144.08,558,0,0,0.7753,0.089,0.2389,0.0102,0
00-0000115,0,baseline,2025-01-02 13:29:00,101050,utilities,IN,ios,wallet,6,41.97,489,0,4,0.9549,0.2031,0.044,0.0077,0
00-0000116,0,baseline,2025-01-14 11:29:00,113628,electronics,US,web,upi,17,101.92,358,0,3,0.8152,0.255,0.5753,0.0317,0
00-0000117,0,baseline,2025-01-06 08:43:00,104872,food_delivery,IN,pos,card,4,97.35,335,0,2,0.6858,0.2515,0.06,0.0186,0
00-0000118,0,baseline,2025-01-07 08:53:00,110838,electronics,BR,android,card,17,112.39,437,0,2,0.7786,0.2034,0.0276,0.0156,0
00-0000119,0,baseline,2025-01-09 07:42:00,101602,fashion,SG,web,upi,21,334.97,372,0,2,0.631,0.0969,0.1348,0.0185,0
00-0000120,0,baseline,2025-01-13 07:00:00,100338,utilities,IN,web,card,23,308.89,247,0,5,0.9112,0.1242,0.1497,0.0225,0
00-0000121,0,baseline,2025-01-01 08:13:00,111220,pharmacy,US,android,wallet,12,19.35,343,0,3,0.5733,0.2876,0.0903,0.0251,0
00-0000122,0,baseline,2025-01-08 13:56:00,102221,fashion,IN,android,card,6,217.83,280,1,4,0.7641,0.1552,0.3172,0.0374,0
00-0000123,0,baseline,2025-01-06 15:02:00,107523,travel,US,ios,card,6,149.5,924,0,3,0.647,0.0311,0.017,0.027,0
00-0000124,0,baseline,2025-01-06 05:30:00,113984,utilities,IN,web,card,8,121.31,765,0,3,0.8649,0.1052,0.0943,0.0084,0
00-0000125,0,baseline,2025-01-05 01:10:00,106994,utilities,IN,android,wallet,2,202.6,90,0,5,0.8266,0.0852,0.3855,0.026,0
00-0000126,0,baseline,2025-01-04 16:05:00,113708,utilities,US,android,upi,18,66.38,95,0,2,0.8726,0.2109,0.3243,0.0154,0
00-0000127,0,baseline,2025-01-08 07:20:00,101105,travel,US,android,card,18,294.55,291,0,4,0.9172,0.1225,0.239,0.0393,0
00-0000128,0,baseline,2025-01-12 18:41:00,102036,grocery,BR,ios,card,12,59.59,349,0,0,0.7407,0.1428,0.1779,0.0106,0
00-0000129,0,baseline,2025-01-14 15:54:00,106631,gaming,IN,android,card,22,79.38,636,0,2,0.8728,0.11,0.1671,0.0122,0
00-0000130,0,baseline,2025-01-10 16:21:00,106231,fashion,BR,pos,card,18,232.72,119,0,1,0.8399,0.0732,0.2665,0.0132,0
00-0000131,0,baseline,2025-01-11 16:01:00,103352,fashion,IN,pos,wallet,20,73.29,154,0,2,0.6341,0.0701,0.2577,0.0108,0
00-0000132,0,baseline,2025-01-12 09:30:00,104168,fuel,IN,web,card,17,139.91,85,2,2,0.905,0.0759,0.4419,0.0283,0
00-0000133,0,baseline,2025-01-07 02:26:00,104544,travel,BR,android,upi,6,113.04,855,0,1,0.8517,0.0657,0.1804,0.0121,0
00-0000134,0,baseline,2025-01-06 22:50:00,110953,food_delivery,IN,ios,card,6,170.62,199,0,4,0.9082,0.3135,0.1199,0.0191,0
00-0000135,0,baseline,2025-01-02 20:33:00,105915,fashion,IN,ios,netbanking,13,151.26,364,0,3,0.6526,0.3241,0.1118,0.0205,0
00-0000136,0,baseline,2025-01-02 12:52:00,110629,utilities,IN,web,card,20,83.99,512,0,2,0.7088,0.0749,0.3218,0.0115,0
00-0000137,0,baseline,2025-01-14 13:08:00,110599,travel,AE,web,upi,2,20.9,215,0,3,0.7691,0.1601,0.1287,0.031,0
00-0000138,0,baseline,2025-01-05 05:48:00,103582,fashion,AE,web,upi,1,419.69,359,0,3,0.7662,0.1373,0.2527,0.0298,0
00-0000139,0,baseline,2025-01-10 00:47:00,111795,pharmacy,AE,ios,upi,15,184.83,257,1,2,0.8996,0.0874,0.1957,0.0172,0
00-0000140,0,baseline,2025-01-04 23:24:00,103164,food_delivery,IN,web,upi,22,102.92,45,1,2,0.7077,0.3865,0.4232,0.0405,0
00-0000141,0,baseline,2025-01-10 18:46:00,105352,food_delivery,SG,web,card,13,83.41,349,1,3,0.9109,0.0814,0.2383,0.0229,0
00-0000142,0,baseline,2025-01-01 16:27:00,101886,gaming,IN,web,card,5,206.23,177,0,2,0.786,0.1551,0.4177,0.0367,0
00-0000143,0,baseline,2025-01-04 19:19:00,110051,fashion,BR,web,card,1,94.14,247,0,2,0.923,0.3054,0.0495,0.0201,0
00-0000144,0,baseline,2025-01-12 13:58:00,113496,food_delivery,BR,ios,wallet,1,80.95,94,0,3,0.9192,0.0833,0.2083,0.0153,0
00-0000145,0,baseline,2025-01-03 09:49:00,107653,fashion,IN,ios,card,8,145.07,162,1,2,0.7348,0.0661,0.3348,0.021,0
00-0000146,0,baseline,2025-01-09 03:06:00,110483,fashion,IN,android,card,1,68.77,989,0,3,0.9694,0.3107,0.082,0.0122,0
00-0000147,0,baseline,2025-01-08 08:12:00,110067,fuel,IN,ios,wallet,22,36.99,396,0,4,0.7411,0.1036,0.1488,0.0108,0
00-0000148,0,baseline,2025-01-03 16:48:00,104394,grocery,IN,ios,card,13,80.32,609,0,4,0.6846,0.279,0.0293,0.0204,0
00-0000149,0,baseline,2025-01-07 15:45:00,104954,utilities,GB,android,upi,9,67.36,1658,0,1,0.8697,0.3017,0.0245,0.0073,0
00-0000150,0,baseline,2025-01-01 19:08:00,105105,utilities,GB,web,card,1,28.19,371,0,2,0.9459,0.0121,0.3698,0.0118,0
00-0000151,0,baseline,2025-01-09 13:44:00,113476,fashion,BR,web,upi,20,533.18,710,0,6,0.699,0.153,0.2016,0.0457,0
00-0000152,0,baseline,2025-01-06 19:10:00,108589,electronics,IN,web,card,10,418.98,764,0,2,0.854,0.1985,0.2371,0.0122,0
00-0000153,0,baseline,2025-01-07 08:43:00,109941,utilities,AE,web,upi,2,149.14,283,0,2,0.7382,0.012,0.1277,0.0145,0
00-0000154,0,baseline,2025-01-13 10:40:00,113263,gaming,IN,android,wallet,7,197.28,72,0,3,0.6279,0.2408,0.0809,0.0329,0
00-0000155,0,baseline,2025-01-04 22:13:00,102876,food_delivery,US,web,card,4,100.29,299,0,3,0.5379,0.2806,0.2109,0.0616,0
00-0000156,0,baseline,2025-01-09 00:27:00,109012,fashion,IN,android,upi,15,187.14,412,0,0,0.9528,0.3599,0.1218,0.0064,0
00-0000157,0,baseline,2025-01-13 19:58:00,108627,travel,IN,web,card,14,226.39,452,1,5,0.9659,0.2889,0.1091,0.053,0
00-0000158,0,baseline,2025-01-13 10:49:00,113818,electronics,SG,web,wallet,1,151.61,604,0,1,0.656,0.1577,0.5255,0.0284,0
00-0000159,0,baseline,2025-01-12 19:47:00,111241,grocery,GB,web,card,14,117.0,294,0,3,0.8596,0.1238,0.3041,0.0198,1
00-0000160,0,baseline,2025-01-02 07:43:00,110232,food_delivery,IN,web,netbanking,3,118.7,143,0,2,0.9243,0.3837,0.332,0.0187,0
00-0000161,0,baseline,2025-01-14 00:29:00,111698,jewellery,AE,android,wallet,16,22.09,278,0,1,0.8068,0.2597,0.1073,0.0172,0
00-0000162,0,baseline,2025-01-13 02:29:00,114115,food_delivery,US,ios,upi,19,158.12,413,0,2,0.8674,0.0318,0.1421,0.0087,0
00-0000163,0,baseline,2025-01-13 09:15:00,106565,fashion,US,web,card,14,218.98,125,1,0,0.6055,0.2163,0.0617,0.0301,0
00-0000164,0,baseline,2025-01-14 08:03:00,103244,travel,IN,ios,upi,4,104.84,444,0,1,0.9414,0.1209,0.2807,0.0118,0
00-0000165,0,baseline,2025-01-09 10:00:00,104174,utilities,NG,web,upi,10,106.55,108,0,1,0.798,0.1868,0.1749,0.0122,0
00-0000166,0,baseline,2025-01-08 11:05:00,113096,fuel,IN,pos,upi,6,115.1,337,0,1,0.7655,0.1271,0.4128,0.0093,0
00-0000167,0,baseline,2025-01-04 12:39:00,109240,fuel,IN,ios,wallet,16,328.54,247,0,0,0.7218,0.0868,0.2021,0.0069,0
00-0000168,0,baseline,2025-01-03 21:18:00,108195,travel,SG,ios,wallet,1,37.87,539,0,4,0.8058,0.2219,0.1357,0.0413,0
00-0000169,0,baseline,2025-01-09 09:02:00,110948,fashion,DE,android,wallet,18,43.41,485,0,4,0.7602,0.2444,0.3062,0.0269,0
00-0000170,0,baseline,2025-01-06 01:39:00,107702,grocery,US,web,card,14,407.38,144,2,2,0.7571,0.0323,0.207,0.0469,0
00-0000171,0,baseline,2025-01-05 13:48:00,107608,utilities,IN,android,card,5,51.36,213,1,3,0.9121,0.131,0.1827,0.0196,0
00-0000172,0,baseline,2025-01-09 19:53:00,103955,travel,IN,web,wallet,2,169.86,773,0,1,0.892,0.2948,0.32,0.0202,0
00-0000173,0,baseline,2025-01-14 11:51:00,102769,food_delivery,IN,android,card,19,67.05,261,0,1,0.7876,0.0019,0.1629,0.0057,0
00-0000174,0,baseline,2025-01-02 04:55:00,103158,gaming,GB,android,upi,7,84.57,310,0,2,0.7188,0.1381,0.0347,0.0214,0
00-0000175,0,baseline,2025-01-10 09:15:00,109214,pharmacy,DE,web,netbanking,17,65.56,375,0,5,0.7981,0.0851,0.1152,0.0188,0
00-0000176,0,baseline,2025-01-11 18:35:00,109566,grocery,IN,web,card,0,43.47,300,0,0,0.8819,0.2423,0.2141,0.0085,0
00-0000177,0,baseline,2025-01-14 18:34:00,111405,electronics,US,android,upi,11,49.11,671,0,2,0.9561,0.2454,0.0684,0.0086,0
00-0000178,0,baseline,2025-01-08 13:10:00,105084,fashion,IN,android,netbanking,21,85.09,333,1,3,0.8862,0.025,0.4386,0.0143,0
00-0000179,0,baseline,2025-01-11 23:14:00,113725,grocery,IN,android,upi,6,485.2,182,0,1,0.9237,0.0525,0.1413,0.0052,0
00-0000180,0,baseline,2025-01-08 11:06:00,107854,grocery,AE,pos,upi,2,206.27,365,0,1,0.8875,0.0534,0.0999,0.0094,0
00-0000181,0,baseline,2025-01-09 01:20:00,114916,grocery,GB,pos,card,5,270.98,675,0,2,0.5929,0.1121,0.0466,0.0269,0
00-0000182,0,baseline,2025-01-01 06:59:00,110338,pharmacy,IN,web,upi,7,109.05,305,0,3,0.7733,0.0441,0.1373,0.0084,0
00-0000183,0,baseline,2025-01-02 06:44:00,105524,pharmacy,IN,android,upi,8,414.65,354,0,1,0.9526,0.1977,0.3045,0.0078,0
00-0000184,0,baseline,2025-01-10 03:48:00,101541,electronics,IN,ios,card,4,52.74,341,0,0,0.7871,0.2627,0.1532,0.0102,0
00-0000185,0,baseline,2025-01-06 11:32:00,112083,food_delivery,US,ios,upi,13,36.47,261,1,3,0.8935,0.0555,0.2354,0.0167,0
